pl_hostname,pl_name,pl_disc,pl_kepflag,pl_locale,pl_discmethod,pl_facility,pl_pnum,pl_orbper,st_dist,st_age,pl_masse,pl_rade,pl_bmassj,pl_radj,pl_dens,st_mass,st_rad,st_dens
Kepler-197,Kepler-197 b,2014,1,Space,Transit,Kepler,4,5.599308,341,,,1.02,,0.091,,,1.12,
Kepler-197,Kepler-197 c,2014,1,Space,Transit,Kepler,4,10.349695,341,,,1.23,,0.11,,,1.12,
Kepler-197,Kepler-197 d,2014,1,Space,Transit,Kepler,4,15.677563,341,,,1.22,,0.109,,,1.12,
Kepler-197,Kepler-197 e,2014,1,Space,Transit,Kepler,4,25.209715,341,,,0.91,,0.081,,,1.12,
Kepler-198,Kepler-198 b,2014,1,Space,Transit,Kepler,3,17.790037,512,,,2.82,,0.252,,,0.94,
Kepler-198,Kepler-198 c,2014,1,Space,Transit,Kepler,3,49.567416,512,,,2.47,,0.22,,,0.94,
Kepler-198,Kepler-198 d,2016,1,Space,Transit,Kepler,3,1.31184443,512,,,1.53,,0.136,,,0.94,
Kepler-199,Kepler-199 b,2014,1,Space,Transit,Kepler,2,23.637604,493,,,3.11,,0.277,,,0.97,
Kepler-199,Kepler-199 c,2014,1,Space,Transit,Kepler,2,67.093408,493,,,3.25,,0.29,,,0.97,
Kepler-20,Kepler-20 b,2011,1,Space,Transit,Kepler,6,3.69611525,290,7.6,9.7,1.868,0.03052,0.167,8.2,0.95,0.96,
Kepler-20,Kepler-20 c,2011,1,Space,Transit,Kepler,6,10.85409089,290,7.6,12.75,3.047,0.04012,0.272,2.5,0.95,0.96,
Kepler-20,Kepler-20 d,2011,1,Space,Transit,Kepler,6,77.61130017,290,7.6,10.07,2.744,0.03168,0.245,2.7,0.95,0.96,
Kepler-20,Kepler-20 e,2011,1,Space,Transit,Kepler,6,6.09852281,290,7.6,,0.865,,0.077,,0.95,0.96,
Kepler-20,Kepler-20 f,2011,1,Space,Transit,Kepler,6,19.57758478,290,7.6,,1.003,,0.089,,0.95,0.96,
Kepler-20,Kepler-20 g,2016,1,Ground,Radial Velocity,Multiple Observatories,6,34.94,290,7.6,,,0.0628,,,0.95,0.96,
Kepler-200,Kepler-200 b,2014,1,Space,Transit,Kepler,2,8.594805,658,,,2.13,,0.19,,,0.94,
Kepler-200,Kepler-200 c,2014,1,Space,Transit,Kepler,2,10.222157,658,,,1.59,,0.142,,,0.94,
Kepler-201,Kepler-201 b,2014,1,Space,Transit,Kepler,2,25.672083,613,,,2.46,,0.219,,,1.23,
Kepler-201,Kepler-201 c,2014,1,Space,Transit,Kepler,2,151.884058,613,,,2.85,,0.254,,,1.23,
Kepler-202,Kepler-202 b,2014,1,Space,Transit,Kepler,2,4.069427,302,,,1.63,,0.145,,,0.67,
Kepler-202,Kepler-202 c,2014,1,Space,Transit,Kepler,2,16.282493,302,,,1.85,,0.165,,,0.67,
Kepler-203,Kepler-203 b,2014,1,Space,Transit,Kepler,3,3.162697,697,,,2.57,,0.229,,,1.11,
Kepler-203,Kepler-203 c,2014,1,Space,Transit,Kepler,3,5.370647,697,,,2.47,,0.22,,,1.11,
Kepler-203,Kepler-203 d,2014,1,Space,Transit,Kepler,3,11.32972,697,,,1.44,,0.128,,,1.11,
Kepler-204,Kepler-204 b,2014,1,Space,Transit,Kepler,2,14.400974,769,,,2.53,,0.226,,,1.24,
Kepler-204,Kepler-204 c,2014,1,Space,Transit,Kepler,2,25.660593,769,,,1.79,,0.16,,,1.24,
Kepler-205,Kepler-205 b,2014,1,Space,Transit,Kepler,2,2.75564,150,,,1.51,,0.135,,,0.55,
Kepler-205,Kepler-205 c,2014,1,Space,Transit,Kepler,2,20.306546,150,,,1.64,,0.146,,,0.55,
Kepler-206,Kepler-206 b,2014,1,Space,Transit,Kepler,3,7.781987,617,,,1.2,,0.107,,,1.19,
Kepler-206,Kepler-206 c,2014,1,Space,Transit,Kepler,3,13.137471,617,,,1.77,,0.158,,,1.19,
Kepler-206,Kepler-206 d,2014,1,Space,Transit,Kepler,3,23.44281,617,,,1.19,,0.106,,,1.19,
Kepler-207,Kepler-207 b,2014,1,Space,Transit,Kepler,3,1.611865,760,,,1.57,,0.14,,,1.59,
Kepler-207,Kepler-207 c,2014,1,Space,Transit,Kepler,3,3.071571,760,,,1.5,,0.134,,,1.59,
Kepler-207,Kepler-207 d,2014,1,Space,Transit,Kepler,3,5.868075,760,,,3.31,,0.295,,,1.59,
Kepler-208,Kepler-208 b,2014,1,Space,Transit,Kepler,4,4.22864,856,,,1.63,,0.145,,,1.31,
Kepler-208,Kepler-208 c,2014,1,Space,Transit,Kepler,4,7.466623,856,,,1.39,,0.124,,,1.31,
Kepler-208,Kepler-208 d,2014,1,Space,Transit,Kepler,4,11.131786,856,,,1.2,,0.107,,,1.31,
Kepler-208,Kepler-208 e,2014,1,Space,Transit,Kepler,4,16.259458,856,,,1.48,,0.132,,,1.31,
Kepler-209,Kepler-209 b,2014,1,Space,Transit,Kepler,2,16.087845,584,,,2.26,,0.202,,,0.94,
Kepler-209,Kepler-209 c,2014,1,Space,Transit,Kepler,2,41.749882,584,,,3.1,,0.277,,,0.94,
Kepler-21,Kepler-21 b,2012,1,Space,Transit,Kepler,1,2.78578,113,3.03,5.08,1.639,0.01598,0.146,6.4,1.41,1.9,0.287
Kepler-210,Kepler-210 b,2014,1,Space,Transit,Kepler,2,2.453234,242,,,2.94,,0.262,,,0.65,
Kepler-210,Kepler-210 c,2014,1,Space,Transit,Kepler,2,7.972513,242,,,3.62,,0.323,,,0.65,
Kepler-211,Kepler-211 b,2014,1,Space,Transit,Kepler,2,4.138575,322,,,1.26,,0.112,,,0.82,
Kepler-211,Kepler-211 c,2014,1,Space,Transit,Kepler,2,6.04045,322,,,1.29,,0.115,,,0.82,
Kepler-212,Kepler-212 b,2014,1,Space,Transit,Kepler,2,16.257582,597,,,1.09,,0.097,,,1.46,
Kepler-212,Kepler-212 c,2014,1,Space,Transit,Kepler,2,31.805174,597,,,2.74,,0.244,,,1.46,
Kepler-213,Kepler-213 b,2014,1,Space,Transit,Kepler,2,2.46236,578,,,1.62,,0.145,,,1.2,
Kepler-213,Kepler-213 c,2014,1,Space,Transit,Kepler,2,4.822962,578,,,2.34,,0.209,,,1.2,
Kepler-214,Kepler-214 b,2014,1,Space,Transit,Kepler,2,15.660544,804,,,2.61,,0.233,,,1.35,
Kepler-214,Kepler-214 c,2014,1,Space,Transit,Kepler,2,28.7798,804,,,2.13,,0.19,,,1.35,
Kepler-215,Kepler-215 b,2014,1,Space,Transit,Kepler,4,9.360672,467,,,1.62,,0.145,,,1.03,
Kepler-215,Kepler-215 c,2014,1,Space,Transit,Kepler,4,14.667108,467,,,1.77,,0.158,,,1.03,
Kepler-215,Kepler-215 d,2014,1,Space,Transit,Kepler,4,30.864423,467,,,2.39,,0.213,,,1.03,
Kepler-215,Kepler-215 e,2014,1,Space,Transit,Kepler,4,68.16101,467,,,1.75,,0.156,,,1.03,
Kepler-216,Kepler-216 b,2014,1,Space,Transit,Kepler,2,7.693641,913,,,2.35,,0.21,,,1.26,
Kepler-216,Kepler-216 c,2014,1,Space,Transit,Kepler,2,17.406669,913,,,3.04,,0.271,,,1.26,
Kepler-217,Kepler-217 b,2014,1,Space,Transit,Kepler,3,5.374943,1066,,,2.23,,0.199,,,1.8,
Kepler-217,Kepler-217 c,2014,1,Space,Transit,Kepler,3,8.586004,1066,,,1.85,,0.165,,,1.8,
Kepler-217,Kepler-217 d,2016,1,Space,Transit,Kepler,3,3.88689525,1066,,,1.32,,0.118,,,1.8,
Kepler-218,Kepler-218 b,2014,1,Space,Transit,Kepler,3,3.619337,636,,,1.48,,0.132,,,1.06,
Kepler-218,Kepler-218 c,2014,1,Space,Transit,Kepler,3,44.699576,636,,,3.14,,0.28,,,1.06,
Kepler-218,Kepler-218 d,2016,1,Space,Transit,Kepler,3,124.5244647,636,,,2.66,,0.237,,,1.06,
Kepler-219,Kepler-219 b,2014,1,Space,Transit,Kepler,3,4.585512,946,,,2.95,,0.263,,,1.49,
Kepler-219,Kepler-219 c,2014,1,Space,Transit,Kepler,3,22.714613,946,,,3.58,,0.319,,,1.49,
Kepler-219,Kepler-219 d,2014,1,Space,Transit,Kepler,3,47.903645,946,,,2.81,,0.251,,,1.49,
Kepler-22,Kepler-22 b,2011,1,Space,Transit,Kepler,1,289.8623,190,,36,2.38,0.113,0.212,14.7,0.97,0.98,1.458
Kepler-220,Kepler-220 b,2014,1,Space,Transit,Kepler,4,4.159807,154,,,0.81,,0.072,,,0.67,
Kepler-220,Kepler-220 c,2014,1,Space,Transit,Kepler,4,9.034199,154,,,1.57,,0.14,,,0.67,
Kepler-220,Kepler-220 d,2014,1,Space,Transit,Kepler,4,28.122397,154,,,0.98,,0.087,,,0.67,
Kepler-220,Kepler-220 e,2014,1,Space,Transit,Kepler,4,45.902733,154,,,1.33,,0.119,,,0.67,
Kepler-221,Kepler-221 b,2014,1,Space,Transit,Kepler,4,2.795906,414,,,1.71,,0.153,,,0.82,
Kepler-221,Kepler-221 c,2014,1,Space,Transit,Kepler,4,5.690586,414,,,2.93,,0.261,,,0.82,
Kepler-221,Kepler-221 d,2014,1,Space,Transit,Kepler,4,10.04156,414,,,2.73,,0.244,,,0.82,
Kepler-221,Kepler-221 e,2014,1,Space,Transit,Kepler,4,18.369917,414,,,2.63,,0.235,,,0.82,
Kepler-222,Kepler-222 b,2014,1,Space,Transit,Kepler,3,3.936981,781,,,3.16,,0.282,,,0.87,
Kepler-222,Kepler-222 c,2014,1,Space,Transit,Kepler,3,10.08881,781,,,4.64,,0.414,,,0.87,
Kepler-222,Kepler-222 d,2014,1,Space,Transit,Kepler,3,28.081912,781,,,3.69,,0.329,,,0.87,
Kepler-223,Kepler-223 b,2014,1,Space,Transit,Kepler,4,7.38449,1135,,7.4,2.99,0.02328,0.267,1.54,1.12,1.72,
Kepler-223,Kepler-223 c,2014,1,Space,Transit,Kepler,4,9.84564,1135,,5.1,3.44,0.01605,0.307,0.71,1.12,1.72,
Kepler-223,Kepler-223 d,2014,1,Space,Transit,Kepler,4,14.78869,1135,,8,5.24,0.02517,0.467,0.31,1.12,1.72,
Kepler-223,Kepler-223 e,2014,1,Space,Transit,Kepler,4,19.72567,1135,,4.8,4.6,0.0151,0.41,0.28,1.12,1.72,
Kepler-224,Kepler-224 b,2014,1,Space,Transit,Kepler,4,3.132924,783,,,1.39,,0.124,,,0.68,
Kepler-224,Kepler-224 c,2014,1,Space,Transit,Kepler,4,5.925003,783,,,3.12,,0.278,,,0.68,
Kepler-224,Kepler-224 d,2014,1,Space,Transit,Kepler,4,11.349393,783,,,2.3,,0.205,,,0.68,
Kepler-224,Kepler-224 e,2014,1,Space,Transit,Kepler,4,18.643577,783,,,1.97,,0.176,,,0.68,
Kepler-225,Kepler-225 b,2014,1,Space,Transit,Kepler,2,6.738975,498,,,1.2,,0.107,,,0.48,
Kepler-225,Kepler-225 c,2014,1,Space,Transit,Kepler,2,18.794234,498,,,1.84,,0.164,,,0.48,
Kepler-226,Kepler-226 b,2014,1,Space,Transit,Kepler,3,3.940997,966,,,1.55,,0.138,,,0.8,
Kepler-226,Kepler-226 c,2014,1,Space,Transit,Kepler,3,5.349555,966,,,2.27,,0.203,,,0.8,
Kepler-226,Kepler-226 d,2014,1,Space,Transit,Kepler,3,8.109044,966,,,1.22,,0.109,,,0.8,
Kepler-227,Kepler-227 b,2014,1,Space,Transit,Kepler,2,9.488015,1095,,,3.11,,0.277,,,1.09,
Kepler-227,Kepler-227 c,2014,1,Space,Transit,Kepler,2,54.418694,1095,,,3.04,,0.271,,,1.09,
Kepler-228,Kepler-228 b,2014,1,Space,Transit,Kepler,3,2.566546,1307,,,1.53,,0.136,,,1.01,
Kepler-228,Kepler-228 c,2014,1,Space,Transit,Kepler,3,4.134444,1307,,,2.7,,0.241,,,1.01,
Kepler-228,Kepler-228 d,2014,1,Space,Transit,Kepler,3,11.094286,1307,,,4.04,,0.36,,,1.01,
Kepler-229,Kepler-229 b,2014,1,Space,Transit,Kepler,3,6.252972,877,,,2.2,,0.196,,,0.73,
Kepler-229,Kepler-229 c,2014,1,Space,Transit,Kepler,3,16.068638,877,,,4.92,,0.439,,,0.73,
Kepler-229,Kepler-229 d,2014,1,Space,Transit,Kepler,3,41.194912,877,,,3.85,,0.343,,,0.73,
Kepler-23,Kepler-23 b,2011,1,Space,Transit,Kepler,3,7.1073,800,,254.3,1.9,0.8,0.17,,,1.55,
Kepler-23,Kepler-23 c,2011,1,Space,Transit,Kepler,3,10.7421,800,,858.1,3.2,2.7,0.285,,,1.55,
Kepler-23,Kepler-23 d,2014,1,Space,Transit,Kepler,3,15.274299,800,,,2.2,,0.196,,,1.55,
Kepler-230,Kepler-230 b,2014,1,Space,Transit,Kepler,2,32.625555,775,,,4.26,,0.38,,,0.82,
Kepler-230,Kepler-230 c,2014,1,Space,Transit,Kepler,2,91.773242,775,,,2.04,,0.182,,,0.82,
Kepler-231,Kepler-231 b,2014,1,Space,Transit,Kepler,2,10.065275,325,,,1.73,,0.154,,,0.49,
Kepler-231,Kepler-231 c,2014,1,Space,Transit,Kepler,2,19.271566,325,,,1.93,,0.172,,,0.49,
Kepler-232,Kepler-232 b,2014,1,Space,Transit,Kepler,2,4.431222,1155,,,3.08,,0.275,,,0.97,
Kepler-232,Kepler-232 c,2014,1,Space,Transit,Kepler,2,11.379349,1155,,,3.83,,0.342,,,0.97,
Kepler-233,Kepler-233 b,2014,1,Space,Transit,Kepler,2,8.472382,825,,,2.43,,0.217,,,0.76,
Kepler-233,Kepler-233 c,2014,1,Space,Transit,Kepler,2,60.418955,825,,,2.71,,0.242,,,0.76,
Kepler-234,Kepler-234 b,2014,1,Space,Transit,Kepler,2,2.711506,1651,,,3.7,,0.33,,,1.11,
Kepler-234,Kepler-234 c,2014,1,Space,Transit,Kepler,2,7.21205,1651,,,3.51,,0.313,,,1.11,
Kepler-235,Kepler-235 b,2014,1,Space,Transit,Kepler,4,3.340222,369,,,2.23,,0.199,,,0.55,
Kepler-235,Kepler-235 c,2014,1,Space,Transit,Kepler,4,7.824904,369,,,1.28,,0.114,,,0.55,
Kepler-235,Kepler-235 d,2014,1,Space,Transit,Kepler,4,20.060548,369,,,2.05,,0.183,,,0.55,
Kepler-235,Kepler-235 e,2014,1,Space,Transit,Kepler,4,46.183669,369,,,2.22,,0.198,,,0.55,
Kepler-236,Kepler-236 b,2014,1,Space,Transit,Kepler,2,8.295611,265,,,1.57,,0.14,,,0.51,
Kepler-236,Kepler-236 c,2014,1,Space,Transit,Kepler,2,23.968127,265,,,2,,0.178,,,0.51,
Kepler-237,Kepler-237 b,2014,1,Space,Transit,Kepler,2,4.715106,647,,,1.41,,0.126,,,0.72,
Kepler-237,Kepler-237 c,2014,1,Space,Transit,Kepler,2,8.103636,647,,,2.08,,0.186,,,0.72,
Kepler-238,Kepler-238 b,2014,1,Space,Transit,Kepler,5,2.090876,1369,,,1.73,,0.154,,,1.43,
Kepler-238,Kepler-238 c,2014,1,Space,Transit,Kepler,5,6.155557,1369,,,2.39,,0.213,,,1.43,
Kepler-238,Kepler-238 d,2014,1,Space,Transit,Kepler,5,13.233549,1369,,,3.07,,0.274,,,1.43,
Kepler-238,Kepler-238 e,2013,1,Space,Transit,Kepler,5,23.654,1369,,169.7,5.6,0.534,0.5,,,1.43,
Kepler-238,Kepler-238 f,2013,1,Space,Transit,Kepler,5,50.447,1369,,13.5,2,0.042,0.178,,,1.43,
Kepler-239,Kepler-239 b,2014,1,Space,Transit,Kepler,2,11.763051,658,,,2.33,,0.208,,,0.76,
Kepler-239,Kepler-239 c,2014,1,Space,Transit,Kepler,2,56.228098,658,,,2.51,,0.224,,,0.76,
Kepler-24,Kepler-24 b,2011,1,Space,Transit,Kepler,4,8.1453,1200,,508.5,2.4,1.6,0.214,,,1.29,
Kepler-24,Kepler-24 c,2011,1,Space,Transit,Kepler,4,12.3335,1200,,508.5,2.8,1.6,0.25,,,1.29,
Kepler-24,Kepler-24 d,2014,1,Space,Transit,Kepler,4,4.244384,1200,,,1.67,,0.149,,,1.29,
Kepler-24,Kepler-24 e,2014,1,Space,Transit,Kepler,4,18.998355,1200,,,2.78,,0.248,,,1.29,
Kepler-240,Kepler-240 b,2014,1,Space,Transit,Kepler,2,4.144495,738,,,1.37,,0.122,,,0.74,
Kepler-240,Kepler-240 c,2014,1,Space,Transit,Kepler,2,7.953528,738,,,2.2,,0.196,,,0.74,
Kepler-241,Kepler-241 b,2014,1,Space,Transit,Kepler,2,12.718092,512,,,2.33,,0.208,,,0.67,
Kepler-241,Kepler-241 c,2014,1,Space,Transit,Kepler,2,36.065978,512,,,2.57,,0.229,,,0.67,
Kepler-242,Kepler-242 b,2014,1,Space,Transit,Kepler,2,8.20395,670,,,2.61,,0.233,,,0.85,
Kepler-242,Kepler-242 c,2014,1,Space,Transit,Kepler,2,14.496481,670,,,2,,0.178,,,0.85,
Kepler-243,Kepler-243 b,2014,1,Space,Transit,Kepler,2,5.715442,669,,,2.45,,0.219,,,0.84,
Kepler-243,Kepler-243 c,2014,1,Space,Transit,Kepler,2,20.026218,669,,,1.99,,0.178,,,0.84,
Kepler-244,Kepler-244 b,2014,1,Space,Transit,Kepler,3,4.311792,928,,,2.76,,0.246,,,0.8,
Kepler-244,Kepler-244 c,2014,1,Space,Transit,Kepler,3,9.767292,928,,,2.05,,0.183,,,0.8,
Kepler-244,Kepler-244 d,2014,1,Space,Transit,Kepler,3,20.050401,928,,,2.31,,0.206,,,0.8,
Kepler-245,Kepler-245 b,2014,1,Space,Transit,Kepler,4,7.49019,866,,,2.57,,0.229,,,0.8,
Kepler-245,Kepler-245 c,2014,1,Space,Transit,Kepler,4,17.460812,866,,,2.18,,0.194,,,0.8,
Kepler-245,Kepler-245 d,2014,1,Space,Transit,Kepler,4,36.277108,866,,,3.03,,0.27,,,0.8,
Kepler-245,Kepler-245 e,2016,1,Space,Transit,Kepler,4,3.21982106,866,,,1.75,,0.156,,,0.8,
Kepler-246,Kepler-246 b,2014,1,Space,Transit,Kepler,2,4.60182,736,,,2.34,,0.209,,,0.83,
Kepler-246,Kepler-246 c,2014,1,Space,Transit,Kepler,2,11.187161,736,,,1.5,,0.134,,,0.83,
Kepler-247,Kepler-247 b,2014,1,Space,Transit,Kepler,3,3.33616,667,,,1.64,,0.146,,,0.77,
Kepler-247,Kepler-247 c,2014,1,Space,Transit,Kepler,3,9.439452,667,,,4.09,,0.365,,,0.77,
Kepler-247,Kepler-247 d,2014,1,Space,Transit,Kepler,3,20.477912,667,,,3.94,,0.352,,,0.77,
Kepler-248,Kepler-248 b,2014,1,Space,Transit,Kepler,2,6.308205,800,,,3.02,,0.269,,,0.83,
Kepler-248,Kepler-248 c,2014,1,Space,Transit,Kepler,2,16.239494,800,,,4.07,,0.363,,,0.83,
Kepler-249,Kepler-249 b,2014,1,Space,Transit,Kepler,3,3.306539,133,,,1.09,,0.097,,,0.48,
Kepler-249,Kepler-249 c,2014,1,Space,Transit,Kepler,3,7.113702,133,,,1.51,,0.135,,,0.48,
Kepler-249,Kepler-249 d,2014,1,Space,Transit,Kepler,3,15.368459,133,,,1.57,,0.14,,,0.48,
Kepler-25,Kepler-25 b,2011,1,Space,Transit,Kepler,3,6.2385,244.96,11,9.6,2.71,0.0302,0.242,2.5,1.19,1.31,0.75
Kepler-25,Kepler-25 c,2011,1,Space,Transit,Kepler,3,12.7204,244.96,11,24.6,5.2,0.0774,0.464,0.9,1.19,1.31,0.75
Kepler-25,Kepler-25 d,2014,1,Ground,Radial Velocity,W. M. Keck Observatory,3,123,244.96,11,89.9,,0.283,,,1.19,1.31,0.75
Kepler-250,Kepler-250 b,2014,1,Space,Transit,Kepler,3,4.148141,788,,,1.13,,0.101,,,0.81,
Kepler-250,Kepler-250 c,2014,1,Space,Transit,Kepler,3,7.156804,788,,,2.28,,0.203,,,0.81,
Kepler-250,Kepler-250 d,2014,1,Space,Transit,Kepler,3,17.648312,788,,,2.18,,0.194,,,0.81,
Kepler-251,Kepler-251 b,2014,1,Space,Transit,Kepler,4,4.790936,1014,,,1.33,,0.119,,,0.89,
Kepler-251,Kepler-251 c,2014,1,Space,Transit,Kepler,4,16.514043,1014,,,2.77,,0.247,,,0.89,
Kepler-251,Kepler-251 d,2014,1,Space,Transit,Kepler,4,30.133001,1014,,,2.77,,0.247,,,0.89,
Kepler-251,Kepler-251 e,2014,1,Space,Transit,Kepler,4,99.640161,1014,,,2.77,,0.247,,,0.89,
Kepler-252,Kepler-252 b,2014,1,Space,Transit,Kepler,2,6.668391,391,,,1.23,,0.11,,,0.55,
Kepler-252,Kepler-252 c,2014,1,Space,Transit,Kepler,2,10.848463,391,,,2.15,,0.192,,,0.55,
Kepler-253,Kepler-253 b,2014,1,Space,Transit,Kepler,3,3.783986,849,,,1.63,,0.145,,,0.79,
Kepler-253,Kepler-253 c,2014,1,Space,Transit,Kepler,3,10.281951,849,,,2.65,,0.236,,,0.79,
Kepler-253,Kepler-253 d,2014,1,Space,Transit,Kepler,3,18.119869,849,,,3.17,,0.283,,,0.79,
Kepler-254,Kepler-254 b,2014,1,Space,Transit,Kepler,3,5.826662,1366,,,3.87,,0.345,,,0.91,
Kepler-254,Kepler-254 c,2014,1,Space,Transit,Kepler,3,12.412183,1366,,,2.15,,0.192,,,0.91,
Kepler-254,Kepler-254 d,2014,1,Space,Transit,Kepler,3,18.746477,1366,,,2.5,,0.223,,,0.91,
Kepler-255,Kepler-255 b,2014,1,Space,Transit,Kepler,3,5.714606,1011,,,1.55,,0.138,,,0.93,
Kepler-255,Kepler-255 c,2014,1,Space,Transit,Kepler,3,9.946047,1011,,,2.99,,0.267,,,0.93,
Kepler-255,Kepler-255 d,2016,1,Space,Transit,Kepler,3,1.04562266,1011,,,1.32,,0.118,,,0.93,
Kepler-256,Kepler-256 b,2014,1,Space,Transit,Kepler,4,1.620493,1181,,,1.59,,0.142,,,1.3,
Kepler-256,Kepler-256 c,2014,1,Space,Transit,Kepler,4,3.38802,1181,,,2.15,,0.192,,,1.3,
Kepler-256,Kepler-256 d,2014,1,Space,Transit,Kepler,4,5.839172,1181,,,2.48,,0.221,,,1.3,
Kepler-256,Kepler-256 e,2014,1,Space,Transit,Kepler,4,10.681572,1181,,,2.35,,0.21,,,1.3,
Kepler-257,Kepler-257 b,2014,1,Space,Transit,Kepler,3,2.382667,775,,,2.61,,0.233,,,1.04,
Kepler-257,Kepler-257 c,2014,1,Space,Transit,Kepler,3,6.581484,775,,,5.41,,0.483,,,1.04,
Kepler-257,Kepler-257 d,2014,1,Space,Transit,Kepler,3,24.664551,775,,,4.95,,0.442,,,1.04,
Kepler-258,Kepler-258 b,2014,1,Space,Transit,Kepler,2,13.19722,592,,,4.06,,0.362,,,0.92,
Kepler-258,Kepler-258 c,2014,1,Space,Transit,Kepler,2,33.653079,592,,,3.61,,0.322,,,0.92,
Kepler-259,Kepler-259 b,2014,1,Space,Transit,Kepler,2,8.115317,1014,,,2.8,,0.25,,,0.9,
Kepler-259,Kepler-259 c,2014,1,Space,Transit,Kepler,2,36.924931,1014,,,2.7,,0.241,,,0.9,
Kepler-26,Kepler-26 b,2011,1,Space,Transit,Kepler,4,12.28,339,,5.12,2.78,0.01611,0.248,1.26,0.54,0.51,
Kepler-26,Kepler-26 c,2011,1,Space,Transit,Kepler,4,17.2559,339,,6.2,2.72,0.01951,0.243,1.61,0.54,0.51,
Kepler-26,Kepler-26 d,2014,1,Space,Transit,Kepler,4,3.543919,339,,,1.07,,0.095,,0.54,0.51,
Kepler-26,Kepler-26 e,2014,1,Space,Transit,Kepler,4,46.827915,339,,,2.41,,0.215,,0.54,0.51,
Kepler-260,Kepler-260 b,2014,1,Space,Transit,Kepler,2,8.187399,589,,,2.01,,0.179,,,0.86,
Kepler-260,Kepler-260 c,2014,1,Space,Transit,Kepler,2,76.050178,589,,,1.74,,0.155,,,0.86,
Kepler-261,Kepler-261 b,2014,1,Space,Transit,Kepler,2,10.381227,338,,,2.18,,0.194,,,0.79,
Kepler-261,Kepler-261 c,2014,1,Space,Transit,Kepler,2,24.570858,338,,,2,,0.178,,,0.79,
Kepler-262,Kepler-262 b,2014,1,Space,Transit,Kepler,2,13.060855,810,,,1.36,,0.121,,,0.88,
Kepler-262,Kepler-262 c,2014,1,Space,Transit,Kepler,2,21.853722,810,,,1.64,,0.146,,,0.88,
Kepler-263,Kepler-263 b,2014,1,Space,Transit,Kepler,2,16.568087,891,,,2.67,,0.238,,,0.79,
Kepler-263,Kepler-263 c,2014,1,Space,Transit,Kepler,2,47.332773,891,,,2.47,,0.22,,,0.79,
Kepler-264,Kepler-264 b,2014,1,Space,Transit,Kepler,2,40.806231,955,,,3.33,,0.297,,,1.55,
Kepler-264,Kepler-264 c,2014,1,Space,Transit,Kepler,2,140.101261,955,,,2.83,,0.252,,,1.55,
Kepler-265,Kepler-265 b,2014,1,Space,Transit,Kepler,4,6.846262,1360,,,1.86,,0.166,,,1.1,
Kepler-265,Kepler-265 c,2014,1,Space,Transit,Kepler,4,17.028937,1360,,,2.63,,0.235,,,1.1,
Kepler-265,Kepler-265 d,2014,1,Space,Transit,Kepler,4,43.130617,1360,,,2.49,,0.222,,,1.1,
Kepler-265,Kepler-265 e,2014,1,Space,Transit,Kepler,4,67.831024,1360,,,2.59,,0.231,,,1.1,
Kepler-266,Kepler-266 b,2014,1,Space,Transit,Kepler,2,6.61833,1090,,,2.48,,0.221,,,1.03,
Kepler-266,Kepler-266 c,2014,1,Space,Transit,Kepler,2,107.723601,1090,,,3.89,,0.347,,,1.03,
Kepler-267,Kepler-267 b,2014,1,Space,Transit,Kepler,3,3.353728,281,,,1.98,,0.177,,,0.56,
Kepler-267,Kepler-267 c,2014,1,Space,Transit,Kepler,3,6.87745,281,,,2.13,,0.19,,,0.56,
Kepler-267,Kepler-267 d,2014,1,Space,Transit,Kepler,3,28.464515,281,,,2.27,,0.203,,,0.56,
Kepler-268,Kepler-268 b,2014,1,Space,Transit,Kepler,2,25.934138,818,,,2.55,,0.227,,,1.27,
Kepler-268,Kepler-268 c,2014,1,Space,Transit,Kepler,2,83.446393,818,,,3.38,,0.302,,,1.27,
Kepler-269,Kepler-269 b,2014,1,Space,Transit,Kepler,2,5.326718,1193,,,2.47,,0.22,,,0.96,
Kepler-269,Kepler-269 c,2014,1,Space,Transit,Kepler,2,8.127899,1193,,,1.69,,0.151,,,0.96,
Kepler-27,Kepler-27 b,2011,1,Space,Transit,Kepler,2,15.3348,1140,,2895.31,4,9.11,0.357,,0.65,0.59,
Kepler-27,Kepler-27 c,2011,1,Space,Transit,Kepler,2,31.3309,1140,,4385.87,4.9,13.8,0.437,,0.65,0.59,
Kepler-270,Kepler-270 b,2014,1,Space,Transit,Kepler,2,11.476094,1019,,,2.01,,0.179,,,1.46,
Kepler-270,Kepler-270 c,2014,1,Space,Transit,Kepler,2,25.262887,1019,,,1.77,,0.158,,,1.46,
Kepler-271,Kepler-271 b,2014,1,Space,Transit,Kepler,3,10.43547805,418,4.57,,1.23,,0.11,,0.9,0.87,
Kepler-271,Kepler-271 c,2014,1,Space,Transit,Kepler,3,7.41086267,418,4.57,,0.95,,0.085,,0.9,0.87,
Kepler-271,Kepler-271 d,2016,1,Space,Transit,Kepler,3,5.24972541,418,4.57,,0.66,,0.059,,0.9,0.87,
Kepler-272,Kepler-272 b,2014,1,Space,Transit,Kepler,3,2.971353,699,,,1.43,,0.128,,,0.93,
Kepler-272,Kepler-272 c,2014,1,Space,Transit,Kepler,3,6.057342,699,,,1.79,,0.16,,,0.93,
Kepler-272,Kepler-272 d,2014,1,Space,Transit,Kepler,3,10.937304,699,,,2.25,,0.201,,,0.93,
